1344032819283075072 2020-12-30 05:29:29 +0800 <albertan48> Kelly Loeffler's conflict of interest is even worse than reported.  https://t.co/m5ULCoy1rY via @MotherJones
1308124045099982848 2020-09-22 03:20:50 +0800 <albertan48> Opinion | Fox’s Fake News Contagion - The New York Times  https://t.co/90UFcdZEug
1308123265018163200 2020-09-22 03:17:44 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/kn3aeOHHcU
1308122576695115776 2020-09-22 03:15:00 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1308092812445978625 2020-09-22 01:16:44 +0800 <albertan48> Trump Administration Shut Down USPS Plan to Mail Free Masks |  https://t.co/y8mDzpKl44  https://t.co/LrqHHJhieZ
1308092299860090880 2020-09-22 01:14:42 +0800 <albertan48> Woodward Book Revelations Point Up Inaccuracy Of Trump's Charges Against WHO : Goats and Soda : NPR  https://t.co/q9j77mErOd
1308091451998257153 2020-09-22 01:11:19 +0800 <albertan48> Trump Knew About The Coronavirus For 70 Days And Did Nothing  https://t.co/ynHERKTW4u
1308091020173692929 2020-09-22 01:09:37 +0800 <albertan48> DHS wound down pandemic models before coronavirus struck - POLITICO  https://t.co/bmUSBwmcbe
1308090721082040320 2020-09-22 01:08:25 +0800 <albertan48> United States Coronavirus: 7,016,028 Cases and 204,215 Deaths - Worldometer  https://t.co/8HdIx08WiX
1308080858864087040 2020-09-22 00:29:14 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1308080074197856258 2020-09-22 00:26:07 +0800 <albertan48> The Republican game of changing the rules  https://t.co/HUWbVjuQQW via @PalmerReport
1308079629903618049 2020-09-22 00:24:21 +0800 <albertan48> The Republican game of changing the rules - Palmer Report  https://t.co/zszNcClw02
1308077892379635721 2020-09-22 00:17:27 +0800 <albertan48> Donald Trump and Mitch McConnell are completely off the rails  https://t.co/R4yzEOU4Dg via @PalmerReport
1308045547337469952 2020-09-21 22:08:55 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1308044644517703680 2020-09-21 22:05:20 +0800 <albertan48> Timeline: Charting Trump's public comments on Covid-19 vs. what he told Woodward in private  https://t.co/Hl9AlwN72S
1308044120305270790 2020-09-21 22:03:15 +0800 <albertan48> Provisional Death Counts for Coronavirus Disease 2019 (COVID-19)  https://t.co/lQBVmmSFQy
1308043658407497729 2020-09-21 22:01:25 +0800 <albertan48> United States Coronavirus: 7,005,893 Cases and 204,126 Deaths - Worldometer  https://t.co/8HdIx08WiX
1307885565027606528 2020-09-21 11:33:12 +0800 <albertan48> Trump knew Covid was deadly but wanted to ‘play it down’, Woodward book says | US news | The Guardian  https://t.co/foTb26FyAN
1307885339969634308 2020-09-21 11:32:19 +0800 <albertan48> Trump knew testing Covid-19 vaccines would take months, Woodward book shows - CNN  https://t.co/0CQlNeyuEl
1307884498076401664 2020-09-21 11:28:58 +0800 <albertan48> United States Coronavirus: 7,004,768 Cases and 204,118 Deaths - Worldometer  https://t.co/8HdIx08WiX
1307882774351679489 2020-09-21 11:22:07 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/mbMrLTZFlO
1307882312307097602 2020-09-21 11:20:17 +0800 <albertan48> President - Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1307881992428552192 2020-09-21 11:19:00 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1307846702498369536 2020-09-21 08:58:47 +0800 <albertan48> 17 Min Chair Exercises for Seniors &amp; Beginners - HASfit Senior Exercises for the Elderly Workout - YouTube  https://t.co/KBMIul9lF6
1307844592159436800 2020-09-21 08:50:24 +0800 <albertan48> Gotcha: Trump truth-tellers will 'drown' the president with damaging information  https://t.co/rg2cq1WgMD
1307842888991084544 2020-09-21 08:43:37 +0800 <albertan48> Lawyers for several women back ICE whistleblower claim  https://t.co/l3ESulYrBF
1307842244540420096 2020-09-21 08:41:04 +0800 <albertan48> ICE doctor performing hysterectomies is not board certified - Business Insider  https://t.co/gflrJQkiJg
1307839554691321858 2020-09-21 08:30:22 +0800 <albertan48> 10 Essential Pages for Your Website - Infographic  https://t.co/Xw9kdySQTD
1307788185099931648 2020-09-21 05:06:15 +0800 <albertan48> 2020 Presidential Election Interactive Map - Electoral Vote Map  https://t.co/d5fR2yVP2v
1307784031958831104 2020-09-21 04:49:45 +0800 <albertan48> United States Coronavirus: 6,995,069 Cases and 204,062 Deaths - Worldometer  https://t.co/8HdIx08WiX
1307783176866025472 2020-09-21 04:46:21 +0800 <albertan48> Putin Denies Mitch McConnell Is Russian Asset: “He Has Never Been an Asset to Any Country” | The New Yorker  https://t.co/M7PCKlxcFs
1307773668483674112 2020-09-21 04:08:34 +0800 <albertan48> Donald Trump attacks Lisa Murkowski after she officially comes out against filling Supreme Court seat - Palmer Report  https://t.co/zGuT7iIYFu
1307770920186949632 2020-09-21 03:57:39 +0800 <albertan48>  https://t.co/LdZyZRMXUw  https://t.co/LdZyZRMXUw
1307763400638832640 2020-09-21 03:27:46 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aVoR1i
1307761151128739840 2020-09-21 03:18:50 +0800 <albertan48> Karl Rove &amp; Steve Bannon Told Us the Republican Plan  https://t.co/7dPtYbcVB5
1307760673254813696 2020-09-21 03:16:56 +0800 <albertan48> That Barrel that Russia has Trump over, is probably Not what you Think  https://t.co/lRqalBtCYf
1307760110203092992 2020-09-21 03:14:41 +0800 <albertan48> How Russia Helped Swing the Election for Trump | The New Yorker  https://t.co/jVGPTdPRqC
1307759003116527617 2020-09-21 03:10:17 +0800 <albertan48> Trumpistan  https://t.co/ynXzabtcg9
1307733086352801792 2020-09-21 01:27:18 +0800 <albertan48> Deutsche Bank’s ties to Donald Trump | Financial Times  https://t.co/hYKnT5rFc3
1307732464773652480 2020-09-21 01:24:50 +0800 <albertan48> The Money Behind Trump’s Money - The New York Times  https://t.co/PmbAHKsHbV
1307731766153637888 2020-09-21 01:22:04 +0800 <albertan48> Trump and Deutsche Bank: It’s Complicated | Trump, Inc. | WNYC Studios  https://t.co/DCsg6IC0CL
1307727646361399296 2020-09-21 01:05:41 +0800 <albertan48> Coronavirus Disease 2019 (COVID-19) | CDC  https://t.co/yxdCYPM39P
1307726802148753410 2020-09-21 01:02:20 +0800 <albertan48> Statement by the President | The White House  https://t.co/9WXt93ezta
1307726571462037509 2020-09-21 01:01:25 +0800 <albertan48> George Floyd's family files civil rights lawsuit calling killings by police a 'public health crisis' - CNN  https://t.co/BxFOuy11cd
1307726149808578560 2020-09-21 00:59:45 +0800 <albertan48> As of Wednesday, every state will be somewhere along the road toward a full reopening - CNN  https://t.co/dCwLdd5Bbj
1307724757815554048 2020-09-21 00:54:13 +0800 <albertan48> Remarks by President Trump, Vice President Pence, and Members of the Coronavirus Task Force in Press Briefing | The White House  https://t.co/LUpnqTFR8w
1307724164141260800 2020-09-21 00:51:51 +0800 <albertan48> Three times Trump told Woodward one thing and the public something else - CNNPolitics  https://t.co/rLO2pDaldA
1307723853099986944 2020-09-21 00:50:37 +0800 <albertan48> Remarks by President Trump, Vice President Pence, and Members of the Coronavirus Task Force in Press Briefing | The White House  https://t.co/onI454HruE
1307723554272677888 2020-09-21 00:49:26 +0800 <albertan48> Transcript Quote - Press Conference: Donald Trump Joins the Daily Coronavirus Pandemic Briefing - March 27, 2020 | Factbase  https://t.co/DcHqATvEAR
1307722607760793600 2020-09-21 00:45:40 +0800 <albertan48> Understanding the massive scale of coronavirus in the US  https://t.co/GHSQtp3ynP
1307722371457900544 2020-09-21 00:44:44 +0800 <albertan48> National emergency: Trump declares coronavirus emergency - CNNPolitics  https://t.co/xwxsH6MWy0
1307721918720520192 2020-09-21 00:42:56 +0800 <albertan48> Pandemic: The World Health Organization says coronavirus is a "never before seen" outbreak - CNN  https://t.co/x6KSLwDIr5
1307721595553681409 2020-09-21 00:41:39 +0800 <albertan48> Remarks by President Trump in Address to the Nation | The White House  https://t.co/jM13dxqWvj
1307721362283229192 2020-09-21 00:40:43 +0800 <albertan48> US moves to implement Europe travel restrictions Friday - CNNPolitics  https://t.co/a0WfAkD8mt
1307721031100985344 2020-09-21 00:39:24 +0800 <albertan48> Remarks by President Trump, Vice President Pence, and Members of the Coronavirus Task Force in Press Conference | The White House  https://t.co/KqgtFUxCwe
1307720822186848257 2020-09-21 00:38:34 +0800 <albertan48> There are 69 confirmed and presumptive positive cases of coronavirus in the US, CDC says  https://t.co/Vj1aYcD8L2
1307720553243967488 2020-09-21 00:37:30 +0800 <albertan48> First death from coronavirus in the United States confirmed in Washington state - CNN  https://t.co/vl4aq0i199
1307720255775498240 2020-09-21 00:36:19 +0800 <albertan48>  https://t.co/y5nHf684cb  https://t.co/y5nHf684cb
1307719580039573504 2020-09-21 00:33:38 +0800 <albertan48> Transcript Quote - Speech: Donald Trump Holds a Political Rally in Manchester, New Hampshire - February 10, 2020 | Factbase  https://t.co/bgXVXOtYoo
1307712464990035969 2020-09-21 00:05:22 +0800 <albertan48> Bob Woodward book 'Rage:' Trump admits to concealing true threat of coronavirus - CNNPolitics  https://t.co/WafHgsMyfF
1307711902340898816 2020-09-21 00:03:08 +0800 <albertan48> CDC starts shipping coronavirus test kits to qualified labs  https://t.co/HUBRtw3m5U
1307711471300747265 2020-09-21 00:01:25 +0800 <albertan48> The lost month: Trump says he took ‘strong action’ in February to stop coronavirus. Here’s the full picture.  https://t.co/TqZeOu93nS
1307711279197429760 2020-09-21 00:00:39 +0800 <albertan48> Coronavirus: President Trump said US authorities 'shut it down.' Here's what that means | Fox News  https://t.co/9jF8c3tqXM
1307710982156771328 2020-09-20 23:59:28 +0800 <albertan48> Coronavirus in the US: US declares coronavirus a public health emergency - CNN  https://t.co/xArL2DTgSQ
1307708144705966080 2020-09-20 23:48:12 +0800 <albertan48> Image:   https://t.co/HWuiuHmPe0
1307706618247667713 2020-09-20 23:42:08 +0800 <albertan48> Statement from the Press Secretary Regarding the President’s Coronavirus Task Force | The White House  https://t.co/p6bjl9Lnu6
1307706211853152257 2020-09-20 23:40:31 +0800 <albertan48> Watch the full CNBC interview with US President Donald Trump from Davos  https://t.co/GRki3gmO7n
1307705463908122624 2020-09-20 23:37:33 +0800 <albertan48> Coronavirus Outbreak Timeline Fast Facts - CNN  https://t.co/5Deeiqahdf
1307704903167434753 2020-09-20 23:35:19 +0800 <albertan48> Timeline: Charting Trump's public comments on Covid-19 vs. what he told Woodward in private  https://t.co/Hl9AlwN72S
1307704359900254208 2020-09-20 23:33:10 +0800 <albertan48> United States Coronavirus: 6,973,665 Cases and 203,893 Deaths - Worldometer  https://t.co/8HdIx08WiX
1307703092368912387 2020-09-20 23:28:07 +0800 <albertan48> Our counter shows just how many Americans died because of Trump’s inaction - The Washington Post  https://t.co/kn3aeOHHcU
1307702685148221440 2020-09-20 23:26:30 +0800 <albertan48> Covid-19 Can Spread On Long Airline Flights, Per Two New Studies  https://t.co/gVk0JveoyG
1307700406307364865 2020-09-20 23:17:27 +0800 <albertan48> Trump Threatens To Issue Executive Order Preventing Biden From Being Elected President  https://t.co/o2tLPW0U5v
1307689583711191041 2020-09-20 22:34:27 +0800 <albertan48> The Battleground States Biden and Trump Need to Win 270 - The New York Times  https://t.co/1weyc1eT2v
1307689182307868673 2020-09-20 22:32:51 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1307688415899516929 2020-09-20 22:29:48 +0800 <albertan48> Donald Trump's campaign cash crunch worsens – and threatens to take the GOP down with him - Palmer Report  https://t.co/oUVcg4lIyT
1307565613808672768 2020-09-20 14:21:50 +0800 <albertan48> Honored Cree Leader Joachim Fromhold Passes Away  https://t.co/i27mcAmjNZ via @todayville
1307523426580529159 2020-09-20 11:34:12 +0800 <albertan48> ElectoralVote  https://t.co/i918ysijjb
1307521355244384256 2020-09-20 11:25:58 +0800 <albertan48> The 8 states where 2020 will be won or lost: A POLITICO deep dive - POLITICO  https://t.co/mLbfZEC3OJ
1307507879126003713 2020-09-20 10:32:25 +0800 <albertan48> Donald Trump and Mitch McConnell have a bigger problem than you'd think - Palmer Report  https://t.co/gMLlcLhO8l
1307507112042323968 2020-09-20 10:29:22 +0800 <albertan48> 2020 Election Forecast | FiveThirtyEight  https://t.co/3oGZj5E0lv
1307477313324371969 2020-09-20 08:30:57 +0800 <albertan48> United States Coronavirus: 6,967,389 Cases and 203,824 Deaths - Worldometer  https://t.co/8HdIx08WiX
1307447285740052480 2020-09-20 06:31:38 +0800 <albertan48> United States Coronavirus: 6,961,358 Cases and 203,702 Deaths - Worldometer  https://t.co/8HdIx08WiX
1307419287720660992 2020-09-20 04:40:23 +0800 <albertan48> Coronavirus Disease 2019 (COVID-19) | CDC  https://t.co/yxdCYPM39P
1307412581733163008 2020-09-20 04:13:44 +0800 <albertan48> US election news: Early voting begins in four states | USA News | Al Jazeera  https://t.co/V6GgSClkHq
1307408725007724545 2020-09-20 03:58:25 +0800 <albertan48> The Battleground States Biden and Trump Need to Win 270 - The New York Times  https://t.co/1weyc1eT2v
1307408203508928512 2020-09-20 03:56:20 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1307355452754124800 2020-09-20 00:26:44 +0800 <albertan48> Here's What Happens Every Minute on the Internet in 2020  https://t.co/Fo3qzuT9hF
1307354657077911552 2020-09-20 00:23:34 +0800 <albertan48> Newly released audio shows COVID message Trump didn't share with US  https://t.co/ydcGIpoEae
1307353022385676291 2020-09-20 00:17:04 +0800 <albertan48> Trump Tells Woodward Coronavirus 'Is Easily Transmissible': New Audio - Rolling Stone  https://t.co/fDrvE58mDt
1307351465984311296 2020-09-20 00:10:53 +0800 <albertan48> Presidential Polls 2020: National and by State  https://t.co/yS2REyV30Z
1307350729716166656 2020-09-20 00:07:58 +0800 <albertan48> President - Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1307350339436257280 2020-09-20 00:06:24 +0800 <albertan48> 2020 Presidential Election Interactive Map  https://t.co/mbz0aVoR1i
1307345354145185793 2020-09-19 23:46:36 +0800 <albertan48> Trump Says Earth Will Cool Down If Everyone Just Turns On Air-Conditioning | The New Yorker  https://t.co/gh1lB0fWyM
1307345090201878529 2020-09-19 23:45:33 +0800 <albertan48> Scientists: Earth Endangered by New Strain of Fact-Resistant Humans | The New Yorker  https://t.co/3Gf5pMDTgQ
1307343395258425345 2020-09-19 23:38:49 +0800 <albertan48> Women in Donald Trump’s White House earn 69 cents for every $1 paid to male staffers – Raw Story  https://t.co/xdUp9Qbi5t
1307342159788400640 2020-09-19 23:33:54 +0800 <albertan48> Here are 3 ways McConnell’s drive to replace Ginsburg could be derailed – Raw Story  https://t.co/1afyPGqEbP
1307337549522726913 2020-09-19 23:15:35 +0800 <albertan48> Donald Trump’s lawyers have their hands full - Palmer Report  https://t.co/51Ay8QIp4C
1307225494992031746 2020-09-19 15:50:19 +0800 <albertan48> U.S. Coronavirus Cases and Deaths  https://t.co/sJFbm3YjMY
1307224835748028417 2020-09-19 15:47:42 +0800 <albertan48> Coronavirus surges back into the campaign with Woodward revelations | CTV News  https://t.co/0YRC99OopH
1307221672114548736 2020-09-19 15:35:08 +0800 <albertan48> United States Coronavirus: 6,925,941 Cases and 203,171 Deaths - Worldometer  https://t.co/8HdIx08WiX
1307221280207155200 2020-09-19 15:33:34 +0800 <albertan48> Timeline: Charting Trump's public comments on Covid-19 vs. what he told Woodward in private  https://t.co/Hl9AlwN72S
1307219695238410240 2020-09-19 15:27:16 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/MWA95PlLb1
1307219401788198912 2020-09-19 15:26:07 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1307218216893083648 2020-09-19 15:21:24 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1307211765923459072 2020-09-19 14:55:46 +0800 <albertan48> Biden Leading Trump Among Voters Who Favor Being Alive | The New Yorker  https://t.co/4h09YtDH5W
1307211094016942080 2020-09-19 14:53:06 +0800 <albertan48> Trump Says Earth Will Cool Down If Everyone Just Turns On Air-Conditioning | The New Yorker  https://t.co/pMb8xHmyk9
1307210728722497536 2020-09-19 14:51:39 +0800 <albertan48> Scientists Believe Congressional Republicans Have Developed Herd Mentality | The New Yorker  https://t.co/UjZfu3ildk
1307189262329114624 2020-09-19 13:26:21 +0800 <albertan48> “That’s Their Problem”: How Jared Kushner Let the Markets Decide America’s COVID-19 Fate | Vanity Fair  https://t.co/U1gzlOWqDf
1307133433215430657 2020-09-19 09:44:30 +0800 <albertan48> President - Forecasting the US 2020 elections | The Economist  https://t.co/830uwqZFtY
1307133104256057349 2020-09-19 09:43:12 +0800 <albertan48> 2020 Electoral Interactive Map - ABC News  https://t.co/E7oqVMKkAH
1307132771488366594 2020-09-19 09:41:52 +0800 <albertan48> Road to 270: Choose potential paths to victory  https://t.co/pbThn8HRs7
1307091588330516483 2020-09-19 06:58:13 +0800 <albertan48> Best Social Media Tools: What The Top Marketers Use - Heidi Cohen  https://t.co/C40RbOHHT4
1307091358977531906 2020-09-19 06:57:19 +0800 <albertan48> 72 Marketing Definitions - Heidi Cohen  https://t.co/DJToeH2Oz6
1307088318337814528 2020-09-19 06:45:14 +0800 <albertan48> What the U.S. did wrong on Covid-19 — and what others did right  https://t.co/jH4ACABhph
1307086520868900871 2020-09-19 06:38:05 +0800 <albertan48> Donald Trump regime admits in court that Julian Assange was offered pardon to cover up Trump-Russia - Palmer Report  https://t.co/nmaVGZL8eB
1307085054380830720 2020-09-19 06:32:16 +0800 <albertan48> A Deal on Drug Prices Undone by White House Insistence on ‘Trump Cards’ - The New York Times  https://t.co/PVkH6GgQNw
1307040963525828609 2020-09-19 03:37:04 +0800 <albertan48> The Battleground States Biden and Trump Need to Win 270 - The New York Times  https://t.co/1weyc0XiaX
1307040457243996167 2020-09-19 03:35:03 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/mbMrLTI4ug
1307040017001447430 2020-09-19 03:33:18 +0800 <albertan48> Biden Trump Electoral Map Based on Polls  https://t.co/mbz0aV7g9K
1307037829587963906 2020-09-19 03:24:36 +0800 <albertan48> U.S. Admits That Congressman Offered Pardon to Assange If He Covered Up Russia Links  https://t.co/zvlbqd5rCw
1306967856031182848 2020-09-18 22:46:33 +0800 <albertan48> 'Hoax' book reveals extent of internal unease at Fox - ABC News  https://t.co/lamQe6K3XC
1306965104655847429 2020-09-18 22:35:37 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/kn3aeOZiBu
1306964918445518848 2020-09-18 22:34:53 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqQlrM
1306964104029048838 2020-09-18 22:31:39 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aV7g9K #2020election
1306833324531281920 2020-09-18 13:51:59 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1306832272381755394 2020-09-18 13:47:48 +0800 <albertan48> United States Coronavirus: 6,874,596 Cases and 202,213 Deaths - Worldometer  https://t.co/8HdIx08WiX
1306831459446001664 2020-09-18 13:44:34 +0800 <albertan48> Timeline: Charting Trump's public comments on Covid-19 vs. what he told Woodward in private  https://t.co/Hl9AlwN72S
1306754881970036736 2020-09-18 08:40:16 +0800 <albertan48> Donald Trump's Amy Dorris scandal explodes - Palmer Report  https://t.co/S7jz8yaRLj
1306700396182691841 2020-09-18 05:03:46 +0800 <albertan48> Provisional Death Counts for Coronavirus Disease 2019 (COVID-19)  https://t.co/lQBVmmSFQy
1306699962667868160 2020-09-18 05:02:03 +0800 <albertan48> United States Coronavirus: 6,862,578 Cases and 201,990 Deaths - Worldometer  https://t.co/8HdIx08WiX
1306695421008306176 2020-09-18 04:44:00 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/kn3aeOHHcU
1306695042245910529 2020-09-18 04:42:29 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1306664992847007744 2020-09-18 02:43:05 +0800 <albertan48> 6 Ways Trump’s Denial of Science Has Delayed the Response to COVID-19 (and Climate Change) | InsideClimate News  https://t.co/Nv7lk0lVnY
1306664182335467520 2020-09-18 02:39:52 +0800 <albertan48> Timeline: Charting Trump's public comments on Covid-19 vs. what he told Woodward in private  https://t.co/Hl9AlwN72S
1306661873547276288 2020-09-18 02:30:41 +0800 <albertan48> United States Coronavirus: 6,849,277 Cases and 201,820 Deaths - Worldometer  https://t.co/8HdIx08WiX
1306627532523937792 2020-09-18 00:14:14 +0800 <albertan48> The many paths from Trump to Russia -  https://t.co/5O7wVU7jKn  https://t.co/9r1XXbxm4I
1306627052691316736 2020-09-18 00:12:19 +0800 <albertan48> trump russia charts - Google Search  https://t.co/sKA58drYAF
1306626939306741765 2020-09-18 00:11:52 +0800 <albertan48> All of Donald Trump’s Ties to Russia and Putin, in 7 Charts - POLITICO Magazine  https://t.co/Hq6DNtjPam
1306626156204945408 2020-09-18 00:08:46 +0800 <albertan48> Donald Trump’s two weeks - Palmer Report  https://t.co/5RE7uymKSj
1306624853319888902 2020-09-18 00:03:35 +0800 <albertan48> No wonder Donald Trump is pretending Joe Biden is already the President - Palmer Report  https://t.co/oxcvLYdTio
1306604371363291137 2020-09-17 22:42:12 +0800 <albertan48> Senate Republicans signal openness to working with Biden | TheHill  https://t.co/ySubAh0uMN
1306602252291850241 2020-09-17 22:33:47 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1306600805840035840 2020-09-17 22:28:02 +0800 <albertan48> Bob Woodward book 'Rage:' Trump admits to concealing true threat of coronavirus - CNNPolitics  https://t.co/WafHgsMyfF
1306594237073338377 2020-09-17 22:01:56 +0800 <albertan48> United States Coronavirus: 6,829,998 Cases and 201,405 Deaths - Worldometer  https://t.co/8HdIx08WiX
1306483684770373632 2020-09-17 14:42:38 +0800 <albertan48> President - Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1306483020338089984 2020-09-17 14:39:59 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1306428081528209408 2020-09-17 11:01:41 +0800 <albertan48> Road to 270: Choose potential paths to victory  https://t.co/pbThn8qg3x
1306427565460971520 2020-09-17 10:59:38 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1306426888252923904 2020-09-17 10:56:57 +0800 <albertan48> Michael Cohen: Trump Is Afraid of a "Massive Tax Bill" If He Releases His Returns  https://t.co/wKIhH6xyYW
1306426743926865920 2020-09-17 10:56:22 +0800 <albertan48> Nancy Pelosi: Trump Is "Crushing the Affordable Care Act" Instead of Coronavirus  https://t.co/CbrQiP18o5
1306425870211411971 2020-09-17 10:52:54 +0800 <albertan48> New standards for AI clinical trials will help spot snake oil and hype | MIT Technology Review  https://t.co/knWNyiUaEl
1306424103251791873 2020-09-17 10:45:53 +0800 <albertan48> New Mailbrew: Here's an all-new Mailbrew, re-made from the ground up.  https://t.co/KljHe1PaO2 via @linuz90
1306421479228071936 2020-09-17 10:35:27 +0800 <albertan48> Maddow Calls Out Trump Admin For Forcing Detained Immigrants To Have Reproductive Organs Removed  https://t.co/kC04z1YIWx via @politicususa
1306421293827280896 2020-09-17 10:34:43 +0800 <albertan48> Biden Tells Trump To ‘Get Off The Damn Golf Course’ And Make A Deal On COVID Relief  https://t.co/GB0vH7S8cj via @politicususa
1306414887296315392 2020-09-17 10:09:15 +0800 <albertan48> Cheat sheet: Botnets - TechRepublic  https://t.co/JCBmtZzN4B
1306414394528555008 2020-09-17 10:07:18 +0800 <albertan48> 22 cybersecurity courses for aspiring and in-demand IT security pros - TechRepublic  https://t.co/dTPLH3fwX4
1306414190572101634 2020-09-17 10:06:29 +0800 <albertan48> Top 10 antivirus software options for security-conscious users - TechRepublic  https://t.co/skmT91KfUb
1306412176689651712 2020-09-17 09:58:29 +0800 <albertan48> DOJ Asks Supreme Court To Review Ruling on Census Apportionment Memo : NPR  https://t.co/BoQphxc7lp
1306408904918593536 2020-09-17 09:45:29 +0800 <albertan48> The data is in: Fox News may have kept millions from taking the coronavirus threat seriously - The Washington Post  https://t.co/kn3aeOHHcU
1306408728653000705 2020-09-17 09:44:47 +0800 <albertan48> Fox News Claims It Never Called COVID-19 a Hoax | NowThis - YouTube  https://t.co/JAaeNqyK3c
1306387797817790464 2020-09-17 08:21:37 +0800 <albertan48> Invisible company owned by Rudy Giuliani got taxpayer-backed PPP money — but where did it go? |  https://t.co/jY1t0fo472  https://t.co/AFnVNqSNyL
1306384622750629888 2020-09-17 08:09:00 +0800 <albertan48> 2020 Presidential Election Interactive Map  https://t.co/mbz0aVoR1i
1306383847395790848 2020-09-17 08:05:55 +0800 <albertan48> United States Coronavirus: 6,825,962 Cases and 201,276 Deaths - Worldometer  https://t.co/8HdIx08WiX
1306383539319877632 2020-09-17 08:04:41 +0800 <albertan48> Trump Death Clock - Wikipedia  https://t.co/fjnZoRdRsY
1306217640935948298 2020-09-16 21:05:28 +0800 <albertan48> 2020 Electoral Interactive Map - ABC News  https://t.co/E7oqVMKkAH
1306216450542059520 2020-09-16 21:00:44 +0800 <albertan48> Electoral College Interactive Maps: The Road to 270  https://t.co/mbMrLTZFlO
1306215672330944512 2020-09-16 20:57:39 +0800 <albertan48> Check out this 2020 election forecast via @270toWin  https://t.co/mbz0aVoR1i #2020election
1306213770214031362 2020-09-16 20:50:05 +0800 <albertan48> United States Coronavirus: 6,789,032 Cases and 200,235 Deaths - Worldometer  https://t.co/8HdIx08WiX
1306084802366324736 2020-09-16 12:17:37 +0800 <albertan48> Sign the Petition: Those who want to vote by mail must be able to  https://t.co/znA5Ev0Hpr
1306082790421667843 2020-09-16 12:09:37 +0800 <albertan48> A half billion apps will be created. We need more software builders.  https://t.co/fmjPBPJMXG
1306054987621916672 2020-09-16 10:19:09 +0800 <albertan48> trumps taxes - Google Search  https://t.co/Io8HTSbbR6
1306045840830599169 2020-09-16 09:42:48 +0800 <albertan48> Road to 270: Choose potential paths to victory  https://t.co/pbThn8qg3x
1306045051416375296 2020-09-16 09:39:40 +0800 <albertan48> President - Forecasting the US 2020 elections | The Economist  https://t.co/830uwqI45o
1306043788104589312 2020-09-16 09:34:38 +0800 <albertan48> United States Coronavirus: 6,788,147 Cases and 200,197 Deaths - Worldometer  https://t.co/8HdIx08WiX
1306040009217073155 2020-09-16 09:19:37 +0800 <albertan48> Exposed: Donald Trump's USDA scandal - Palmer Report  https://t.co/NJCj9xRfdv
1306039024709062656 2020-09-16 09:15:43 +0800 <albertan48> Donald Trump spokesman Michael Caputo plots his exit after going completely off deep end - Palmer Report  https://t.co/4cq2nx8xub
1305940225646968838 2020-09-16 02:43:07 +0800 <albertan48> United States Coronavirus: 6,765,393 Cases and 199,643 Deaths - Worldometer  https://t.co/8HdIx08WiX
1305939210105364480 2020-09-16 02:39:05 +0800 <albertan48> DHS official Brian Murphy alleges he was told to stand down on reporting about Russian interference threat - The Washington Post  https://t.co/kn3aeOHHcU
1305939006073389057 2020-09-16 02:38:16 +0800 <albertan48> Read the whistleblower complaint regarding President Trump's communications with Ukrainian President Volodymyr Zelensky - The Washington Post  https://t.co/fe5WRfhyu8
